program,category,fiscal_year,value,unit,source_file,source_sheet,is_total,program_id,category_path,table_title,section,subsection,period_type,period_start_year,period_end_year,period_label,source_row,source_column
USDA Farm Programs,CCC Conservation Programsb,2024,2059.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,116,5
USDA Farm Programs,CCC Conservation Programsb,2025,2139.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,116,6
USDA Farm Programs,CCC Conservation Programsb,2026,2205.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,116,7
USDA Farm Programs,CCC Conservation Programsb,2027,2324.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,116,8
USDA Farm Programs,CCC Conservation Programsb,2028,2372.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,116,9
USDA Farm Programs,CCC Conservation Programsb,2029,2462.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,116,10
USDA Farm Programs,CCC Conservation Programsb,2030,2509.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,116,11
USDA Farm Programs,CCC Conservation Programsb,2031,2371.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,116,12
USDA Farm Programs,CCC Conservation Programsb,2032,2428.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,116,13
USDA Farm Programs,CCC Conservation Programsb,2033,2675.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,116,14
USDA Farm Programs,CCC Totalc,2022,6629.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2022,2022,2022,118,3
USDA Farm Programs,CCC Totalc,2023,6328.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2023,2023,2023,118,4
USDA Farm Programs,CCC Totalc,2024,5578.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,118,5
USDA Farm Programs,CCC Totalc,2025,6123.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,118,6
USDA Farm Programs,CCC Totalc,2026,8179.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,118,7
USDA Farm Programs,CCC Totalc,2027,12332.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,118,8
USDA Farm Programs,CCC Totalc,2028,14018.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,118,9
USDA Farm Programs,CCC Totalc,2029,14437.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,118,10
USDA Farm Programs,CCC Totalc,2030,12864.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,118,11
USDA Farm Programs,CCC Totalc,2031,11446.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,118,12
USDA Farm Programs,CCC Totalc,2032,10978.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,118,13
USDA Farm Programs,CCC Totalc,2033,11165.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,118,14
USDA Farm Programs,NRCS Conservation Programsd,2022,3159.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2022,2022,2022,120,3
USDA Farm Programs,NRCS Conservation Programsd,2023,3166.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2023,2023,2023,120,4
USDA Farm Programs,NRCS Conservation Programsd,2024,3248.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,120,5
USDA Farm Programs,NRCS Conservation Programsd,2025,3449.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,120,6
USDA Farm Programs,NRCS Conservation Programsd,2026,3536.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,120,7
USDA Farm Programs,NRCS Conservation Programsd,2027,3673.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,120,8
USDA Farm Programs,NRCS Conservation Programsd,2028,3681.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,120,9
USDA Farm Programs,NRCS Conservation Programsd,2029,3684.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,120,10
USDA Farm Programs,NRCS Conservation Programsd,2030,3698.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,120,11
USDA Farm Programs,NRCS Conservation Programsd,2031,3690.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,120,12
USDA Farm Programs,NRCS Conservation Programsd,2032,3843.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,120,13
USDA Farm Programs,NRCS Conservation Programsd,2033,3948.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,120,14
USDA Farm Programs,Conservation Program Totale,2022,4967.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2022,2022,2022,122,3
USDA Farm Programs,Conservation Program Totale,2023,5254.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2023,2023,2023,122,4
USDA Farm Programs,Conservation Program Totale,2024,5307.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,122,5
USDA Farm Programs,Conservation Program Totale,2025,5588.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,122,6
USDA Farm Programs,Conservation Program Totale,2026,5741.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,122,7
USDA Farm Programs,Conservation Program Totale,2027,5997.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,122,8
USDA Farm Programs,Conservation Program Totale,2028,6053.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,122,9
USDA Farm Programs,Conservation Program Totale,2029,6146.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,122,10
USDA Farm Programs,Conservation Program Totale,2030,6207.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,122,11
USDA Farm Programs,Conservation Program Totale,2031,6061.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,122,12
USDA Farm Programs,Conservation Program Totale,2032,6271.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,122,13
USDA Farm Programs,Conservation Program Totale,2033,6623.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,122,14
USDA Farm Programs,Feed Grains,2022,92.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2022,2022,2022,149,3
USDA Farm Programs,Feed Grains,2023,43.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2023,2023,2023,149,4
USDA Farm Programs,Feed Grains,2024,63.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2024,2024,2024,149,5
USDA Farm Programs,Feed Grains,2025,26.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2025,2025,2025,149,6
USDA Farm Programs,Feed Grains,2026,1275.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2026,2026,2026,149,7
USDA Farm Programs,Feed Grains,2027,4072.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2027,2027,2027,149,8
USDA Farm Programs,Feed Grains,2028,4775.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2028,2028,2028,149,9
USDA Farm Programs,Feed Grains,2029,4823.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2029,2029,2029,149,10
USDA Farm Programs,Feed Grains,2030,3802.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2030,2030,2030,149,11
USDA Farm Programs,Feed Grains,2031,2852.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2031,2031,2031,149,12
USDA Farm Programs,Feed Grains,2032,2442.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2032,2032,2032,149,13
USDA Farm Programs,Feed Grains,2033,2362.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2033,2033,2033,149,14
USDA Farm Programs,Wheat,2022,876.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Wheat,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2022,2022,2022,150,3
USDA Farm Programs,Wheat,2023,35.0,Millions of dollars,51317-2023-05-usda.xlsx,USDA_05-2023,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Wheat,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2023,2023,2023,150,4
