program,category,fiscal_year,value,unit,source_file,source_sheet,is_total,program_id,category_path,period_type,period_start_year,period_end_year,period_label,source_row,source_column
Post-9/11 GI Bill,Total Payments,2022,9264.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2022,2022,2022,13,4
Post-9/11 GI Bill,Total Payments,2023,10087.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2023,2023,2023,13,5
Post-9/11 GI Bill,Total Payments,2024,11009.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2024,2024,2024,13,6
Post-9/11 GI Bill,Total Payments,2025,11733.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2025,2025,2025,13,7
Post-9/11 GI Bill,Total Payments,2026,12174.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2026,2026,2026,13,8
Post-9/11 GI Bill,Total Payments,2027,12620.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2027,2027,2027,13,9
Post-9/11 GI Bill,Total Payments,2028,13079.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2028,2028,2028,13,10
Post-9/11 GI Bill,Total Payments,2029,13582.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2029,2029,2029,13,11
Post-9/11 GI Bill,Total Payments,2030,14064.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2030,2030,2030,13,12
Post-9/11 GI Bill,Total Payments,2031,14572.0,Millions of dollars,53726-2022-05-post911gibill.xlsx,Post911_05-2022,true,53726,Post-9/11 GI Bill Benefits / BUDGET INFORMATION / Total Payments,fiscal_year,2031,2031,2031,13,13
