program,category,fiscal_year,value,unit,source_file,source_sheet,is_total,program_id,category_path,table_title,section,subsection,period_type,period_start_year,period_end_year,period_label,source_row,source_column
USDA Farm Programs,Support and Related Programsa,2035,15157.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,107,13
USDA Farm Programs,Support and Related Programsa,2036,15015.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2036,2036,2036,107,14
USDA Farm Programs,CCC Conservation Programsb,2025,1860.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,109,3
USDA Farm Programs,CCC Conservation Programsb,2026,1936.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,109,4
USDA Farm Programs,CCC Conservation Programsb,2027,1884.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,109,5
USDA Farm Programs,CCC Conservation Programsb,2028,1858.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,109,6
USDA Farm Programs,CCC Conservation Programsb,2029,1866.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,109,7
USDA Farm Programs,CCC Conservation Programsb,2030,1848.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,109,8
USDA Farm Programs,CCC Conservation Programsb,2031,1928.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,109,9
USDA Farm Programs,CCC Conservation Programsb,2032,1977.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,109,10
USDA Farm Programs,CCC Conservation Programsb,2033,1963.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,109,11
USDA Farm Programs,CCC Conservation Programsb,2034,1934.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,109,12
USDA Farm Programs,CCC Conservation Programsb,2035,1953.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,109,13
USDA Farm Programs,CCC Conservation Programsb,2036,1916.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2036,2036,2036,109,14
USDA Farm Programs,CCC Totalc,2025,5555.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,111,3
USDA Farm Programs,CCC Totalc,2026,7734.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,111,4
USDA Farm Programs,CCC Totalc,2027,23317.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,111,5
USDA Farm Programs,CCC Totalc,2028,22480.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,111,6
USDA Farm Programs,CCC Totalc,2029,19126.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,111,7
USDA Farm Programs,CCC Totalc,2030,16094.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,111,8
USDA Farm Programs,CCC Totalc,2031,15451.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,111,9
USDA Farm Programs,CCC Totalc,2032,15612.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,111,10
USDA Farm Programs,CCC Totalc,2033,16290.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,111,11
USDA Farm Programs,CCC Totalc,2034,16655.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,111,12
USDA Farm Programs,CCC Totalc,2035,17110.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,111,13
USDA Farm Programs,CCC Totalc,2036,16931.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2036,2036,2036,111,14
USDA Farm Programs,NRCS Conservation Programsd,2025,3328.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,113,3
USDA Farm Programs,NRCS Conservation Programsd,2026,3951.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,113,4
USDA Farm Programs,NRCS Conservation Programsd,2027,4174.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,113,5
USDA Farm Programs,NRCS Conservation Programsd,2028,4586.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,113,6
USDA Farm Programs,NRCS Conservation Programsd,2029,4849.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,113,7
USDA Farm Programs,NRCS Conservation Programsd,2030,5177.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,113,8
USDA Farm Programs,NRCS Conservation Programsd,2031,5393.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,113,9
USDA Farm Programs,NRCS Conservation Programsd,2032,5583.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,113,10
USDA Farm Programs,NRCS Conservation Programsd,2033,5969.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,113,11
USDA Farm Programs,NRCS Conservation Programsd,2034,6112.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,113,12
USDA Farm Programs,NRCS Conservation Programsd,2035,6010.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,113,13
USDA Farm Programs,NRCS Conservation Programsd,2036,6024.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2036,2036,2036,113,14
USDA Farm Programs,Conservation Program Totale,2025,5188.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,115,3
USDA Farm Programs,Conservation Program Totale,2026,5887.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,115,4
USDA Farm Programs,Conservation Program Totale,2027,6058.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,115,5
USDA Farm Programs,Conservation Program Totale,2028,6444.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,115,6
USDA Farm Programs,Conservation Program Totale,2029,6715.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,115,7
USDA Farm Programs,Conservation Program Totale,2030,7025.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,115,8
USDA Farm Programs,Conservation Program Totale,2031,7321.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,115,9
USDA Farm Programs,Conservation Program Totale,2032,7560.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,115,10
USDA Farm Programs,Conservation Program Totale,2033,7932.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,115,11
USDA Farm Programs,Conservation Program Totale,2034,8046.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,115,12
USDA Farm Programs,Conservation Program Totale,2035,7963.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,115,13
USDA Farm Programs,Conservation Program Totale,2036,7940.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2036,2036,2036,115,14
USDA Farm Programs,Feed Grains,2025,156.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2025,2025,2025,142,3
USDA Farm Programs,Feed Grains,2026,1014.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2026,2026,2026,142,4
USDA Farm Programs,Feed Grains,2027,6633.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2027,2027,2027,142,5
USDA Farm Programs,Feed Grains,2028,6065.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2028,2028,2028,142,6
USDA Farm Programs,Feed Grains,2029,5774.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2029,2029,2029,142,7
USDA Farm Programs,Feed Grains,2030,3572.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2030,2030,2030,142,8
USDA Farm Programs,Feed Grains,2031,3288.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2031,2031,2031,142,9
USDA Farm Programs,Feed Grains,2032,3187.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2032,2032,2032,142,10
USDA Farm Programs,Feed Grains,2033,3271.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2033,2033,2033,142,11
USDA Farm Programs,Feed Grains,2034,3263.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2034,2034,2034,142,12
USDA Farm Programs,Feed Grains,2035,3618.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2035,2035,2035,142,13
USDA Farm Programs,Feed Grains,2036,3717.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2036,2036,2036,142,14
USDA Farm Programs,Wheat,2025,187.0,Millions of dollars,51317-2026-02-usda.xlsx,USDA Baseline_02-2026,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Wheat,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2025,2025,2025,143,3
