program,category,fiscal_year,value,unit,source_file,source_sheet,is_total,program_id,category_path,table_title,section,subsection,period_type,period_start_year,period_end_year,period_label,source_row,source_column
USDA Farm Programs,Support and Related Programsa,2023,3720.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2023,2023,2023,109,3
USDA Farm Programs,Support and Related Programsa,2024,5832.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,109,4
USDA Farm Programs,Support and Related Programsa,2025,5922.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,109,5
USDA Farm Programs,Support and Related Programsa,2026,8207.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,109,6
USDA Farm Programs,Support and Related Programsa,2027,9304.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,109,7
USDA Farm Programs,Support and Related Programsa,2028,10017.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,109,8
USDA Farm Programs,Support and Related Programsa,2029,10631.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,109,9
USDA Farm Programs,Support and Related Programsa,2030,8652.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,109,10
USDA Farm Programs,Support and Related Programsa,2031,7409.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,109,11
USDA Farm Programs,Support and Related Programsa,2032,7113.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,109,12
USDA Farm Programs,Support and Related Programsa,2033,7011.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,109,13
USDA Farm Programs,Support and Related Programsa,2034,7264.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,109,14
USDA Farm Programs,CCC Conservation Programsb,2023,2088.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2023,2023,2023,111,3
USDA Farm Programs,CCC Conservation Programsb,2024,2099.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,111,4
USDA Farm Programs,CCC Conservation Programsb,2025,2125.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,111,5
USDA Farm Programs,CCC Conservation Programsb,2026,2088.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,111,6
USDA Farm Programs,CCC Conservation Programsb,2027,2082.0,Millions of dollars,51317-2024-02-usda.xlsx,USDA 02-2024,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,111,7
