program,category,fiscal_year,value,unit,source_file,source_sheet,is_total,program_id,category_path,table_title,section,subsection,period_type,period_start_year,period_end_year,period_label,source_row,source_column
USDA Farm Programs,Support and Related Programsa,2034,8209.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,108,13
USDA Farm Programs,Support and Related Programsa,2035,8584.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Support and Related Programsa,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,108,14
USDA Farm Programs,CCC Conservation Programsb,2024,1918.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,110,3
USDA Farm Programs,CCC Conservation Programsb,2025,2006.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,110,4
USDA Farm Programs,CCC Conservation Programsb,2026,2000.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,110,5
USDA Farm Programs,CCC Conservation Programsb,2027,1997.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,110,6
USDA Farm Programs,CCC Conservation Programsb,2028,1974.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,110,7
USDA Farm Programs,CCC Conservation Programsb,2029,1987.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,110,8
USDA Farm Programs,CCC Conservation Programsb,2030,1977.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,110,9
USDA Farm Programs,CCC Conservation Programsb,2031,2083.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,110,10
USDA Farm Programs,CCC Conservation Programsb,2032,2018.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,110,11
USDA Farm Programs,CCC Conservation Programsb,2033,2045.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,110,12
USDA Farm Programs,CCC Conservation Programsb,2034,2091.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,110,13
USDA Farm Programs,CCC Conservation Programsb,2035,2103.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Conservation Programsb,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,110,14
USDA Farm Programs,CCC Totalc,2024,6011.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,112,3
USDA Farm Programs,CCC Totalc,2025,5405.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,112,4
USDA Farm Programs,CCC Totalc,2026,8349.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,112,5
USDA Farm Programs,CCC Totalc,2027,11523.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,112,6
USDA Farm Programs,CCC Totalc,2028,12295.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,112,7
USDA Farm Programs,CCC Totalc,2029,12282.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,112,8
USDA Farm Programs,CCC Totalc,2030,9669.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,112,9
USDA Farm Programs,CCC Totalc,2031,9168.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,112,10
USDA Farm Programs,CCC Totalc,2032,9348.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,112,11
USDA Farm Programs,CCC Totalc,2033,9766.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,112,12
USDA Farm Programs,CCC Totalc,2034,10300.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,112,13
USDA Farm Programs,CCC Totalc,2035,10687.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / CCC Totalc,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,112,14
USDA Farm Programs,NRCS Conservation Programsd,2024,3072.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,114,3
USDA Farm Programs,NRCS Conservation Programsd,2025,3418.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,114,4
USDA Farm Programs,NRCS Conservation Programsd,2026,3591.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,114,5
USDA Farm Programs,NRCS Conservation Programsd,2027,3603.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,114,6
USDA Farm Programs,NRCS Conservation Programsd,2028,3661.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,114,7
USDA Farm Programs,NRCS Conservation Programsd,2029,3693.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,114,8
USDA Farm Programs,NRCS Conservation Programsd,2030,3666.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,114,9
USDA Farm Programs,NRCS Conservation Programsd,2031,3673.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,114,10
USDA Farm Programs,NRCS Conservation Programsd,2032,3663.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,114,11
USDA Farm Programs,NRCS Conservation Programsd,2033,3795.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,114,12
USDA Farm Programs,NRCS Conservation Programsd,2034,3848.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,114,13
USDA Farm Programs,NRCS Conservation Programsd,2035,3943.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / NRCS Conservation Programsd,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,114,14
USDA Farm Programs,Conservation Program Totale,2024,4990.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2024,2024,2024,116,3
USDA Farm Programs,Conservation Program Totale,2025,5424.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2025,2025,2025,116,4
USDA Farm Programs,Conservation Program Totale,2026,5591.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2026,2026,2026,116,5
USDA Farm Programs,Conservation Program Totale,2027,5600.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2027,2027,2027,116,6
USDA Farm Programs,Conservation Program Totale,2028,5635.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2028,2028,2028,116,7
USDA Farm Programs,Conservation Program Totale,2029,5680.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2029,2029,2029,116,8
USDA Farm Programs,Conservation Program Totale,2030,5643.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2030,2030,2030,116,9
USDA Farm Programs,Conservation Program Totale,2031,5756.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2031,2031,2031,116,10
USDA Farm Programs,Conservation Program Totale,2032,5681.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2032,2032,2032,116,11
USDA Farm Programs,Conservation Program Totale,2033,5840.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2033,2033,2033,116,12
USDA Farm Programs,Conservation Program Totale,2034,5939.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2034,2034,2034,116,13
USDA Farm Programs,Conservation Program Totale,2035,6046.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,true,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary) / Commodity Credit Corporation Price / Conservation Program Totale,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Summary),Commodity Credit Corporation Price,,fiscal_year,2035,2035,2035,116,14
USDA Farm Programs,Feed Grains,2024,103.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2024,2024,2024,143,3
USDA Farm Programs,Feed Grains,2025,156.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2025,2025,2025,143,4
USDA Farm Programs,Feed Grains,2026,1632.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2026,2026,2026,143,5
USDA Farm Programs,Feed Grains,2027,3648.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2027,2027,2027,143,6
USDA Farm Programs,Feed Grains,2028,3964.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2028,2028,2028,143,7
USDA Farm Programs,Feed Grains,2029,3736.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2029,2029,2029,143,8
USDA Farm Programs,Feed Grains,2030,2053.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2030,2030,2030,143,9
USDA Farm Programs,Feed Grains,2031,1620.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2031,2031,2031,143,10
USDA Farm Programs,Feed Grains,2032,1592.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2032,2032,2032,143,11
USDA Farm Programs,Feed Grains,2033,1550.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2033,2033,2033,143,12
USDA Farm Programs,Feed Grains,2034,1465.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2034,2034,2034,143,13
USDA Farm Programs,Feed Grains,2035,1638.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Feed Grains,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2035,2035,2035,143,14
USDA Farm Programs,Wheat,2024,70.0,Millions of dollars,51317-2025-01-usda.xlsx,USDA Baseline_01-2025,false,51317,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details) / Program / Wheat,ACCOUNTS COMPARABLE TO THE USDA BASELINE (Details),Program,,fiscal_year,2024,2024,2024,144,3
